BioProject	SRR_ID	sample_alias	group	class	condition	condition_original	condition_raw	srr_description	binary_split	exclude	in_prev_loso	prev_loso_ref	prev_loso_contrast	n_in_orig_condition	is_singleton	has_local_counts	organism	library_layout	annotation_status	annotation_confidence	annotation_basis	annotation_notes	source_url	manuscript_url
PRJNA1105191	SRR28819958	DMS53_R2	1	control	control	dms53	DMS53	DMS53_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819959	SAEC_R2	1	control	control	saec	SAEC	SAEC_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819960	SAEC_R1	1	control	control	saec	SAEC	SAEC_R1	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819929	IPSC_C7_R3	1	treatment	treatment	ipsc_c7	IPSC_C7	IPSC_C7_R3	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819930	IPSC_C7_R2	1	treatment	treatment	ipsc_c7	IPSC_C7	IPSC_C7_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819931	IPSC_C7_R1	1	treatment	treatment	ipsc_c7	IPSC_C7	IPSC_C7_R1	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819934	H841_siNFIC_R3	1	treatment	treatment	h841_sinfic	H841 siNFIC	H841_siNFIC_R3	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819935	H841_siNFIC_R2	1	treatment	treatment	h841_sinfic	H841 siNFIC	H841_siNFIC_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819936	H841_siNFIC_R1	1	treatment	treatment	h841_sinfic	H841 siNFIC	H841_siNFIC_R1	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819941	DMS53_siNFIC_R3	1	treatment	treatment	dms53_sinfic	DMS53 siNFIC	DMS53_siNFIC_R3	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819942	DMS53_siNFIC_R2	1	treatment	treatment	dms53_sinfic	DMS53 siNFIC	DMS53_siNFIC_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819943	DMS53_siNFIC_R1	1	treatment	treatment	dms53_sinfic	DMS53 siNFIC	DMS53_siNFIC_R1	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819947	H1417_R3	1	treatment	treatment	h1417	H1417	H1417_R3	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819949	H1417_R2	1	treatment	treatment	h1417	H1417	H1417_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819950	H1417_R1	1	treatment	treatment	h1417	H1417	H1417_R1	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819954	H841_R3	1	treatment	treatment	h841	H841	H841_R3	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819955	H841_R2	1	treatment	treatment	h841	H841	H841_R2	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1105191	SRR28819956	H841_R1	1	treatment	treatment	h841	H841	H841_R1	technical_control_vs_treatment		yes	dms53	dms53_sictrl vs dms53	3	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1105191	https://doi.org/10.1016/j.jtho.2024.03.023
PRJNA1120369	SRR29302579	CETi-plate3_S10	1	control	control	mega_02	Mega_02	CETi-plate3_S10 | Mega_02_sublibrary_10	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302580	CETi-plate3_S9	1	control	control	mega_02	Mega_02	CETi-plate3_S9 | Mega_02_sublibrary_09	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302581	CETi-plate3_S8	1	control	control	mega_02	Mega_02	CETi-plate3_S8 | Mega_02_sublibrary_08	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302582	CETi-plate3_S7	1	control	control	mega_02	Mega_02	CETi-plate3_S7 | Mega_02_sublibrary_07	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302583	CETi-plate3_S6	1	control	control	mega_02	Mega_02	CETi-plate3_S6 | Mega_02_sublibrary_06	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302584	CETi-plate3_S5	1	control	control	mega_02	Mega_02	CETi-plate3_S5 | Mega_02_sublibrary_05	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302585	CETi-plate3_S4	1	control	control	mega_02	Mega_02	CETi-plate3_S4 | Mega_02_sublibrary_04	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302586	CETi-plate3_S3	1	control	control	mega_02	Mega_02	CETi-plate3_S3 | Mega_02_sublibrary_03	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302587	CETi-plate3_S16	1	control	control	mega_02	Mega_02	CETi-plate3_S16 | Mega_02_sublibrary_16	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302588	CETi-plate3_S15	1	control	control	mega_02	Mega_02	CETi-plate3_S15 | Mega_02_sublibrary_15	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
PRJNA1120369	SRR29302589	CETi-plate3_S14	1	control	control	mega_02	Mega_02	CETi-plate3_S14 | Mega_02_sublibrary_14	technical_control_vs_treatment		yes	mega_01	mega_02 vs mega_01	16	no	yes	Homo sapiens	PAIRED	technical_binary_standardized	deterministic	reviewed source conditions partitioned into two technical classes	Primary group/class/condition are standardized technical labels. The prior reviewed biological annotation is retained in *_reviewed_previous columns.	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1120369	https://zenodo.org/records/15366366
